iteration,true_shared,false_shared,true_exposed,false_exposed
0,18,9,30,30
1,169,26,260,75
2,1608,121,4675,509
3,1599,449,4482,1963
4,478,240,1288,854
5,108,100,292,250
6,22,79,38,457
7,2,47,3,240
8,0,25,1,89
9,0,15,0,49
10,0,8,0,19
11,0,10,0,21
12,0,6,0,27
13,0,4,0,6
14,0,0,0,1
15,0,0,0,0
