iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,138,24,201,72
2,1081,51,3030,128
3,3428,312,7370,977
4,5183,1132,12811,4155
5,4085,1730,10131,5438
6,1367,1443,3571,4568
7,165,976,405,3311
8,7,519,8,1711
9,1,173,1,557
10,0,62,0,182
11,0,17,0,56
12,0,5,0,14
13,0,0,0,1
14,0,0,0,0
