iteration,true_shared,false_shared,true_exposed,false_exposed
0,17,13,30,30
1,114,30,165,58
2,1544,101,3063,229
3,3836,847,9333,2496
4,2825,1482,7384,4678
5,1363,1075,3228,3141
6,638,420,1634,1140
7,170,81,417,265
8,13,20,28,44
9,0,4,1,9
10,0,0,0,2
11,0,0,0,0
