iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,13,30,30
1,116,46,164,120
2,1704,405,2710,984
3,4917,1177,11350,3498
4,4250,1520,10834,5322
5,1946,1164,4992,3667
6,347,559,864,1662
7,23,224,47,573
8,3,88,3,216
9,0,27,0,92
10,0,10,0,28
11,0,2,0,10
12,0,2,0,3
13,0,1,0,2
14,0,1,0,3
15,0,0,0,0
16,0,0,0,0
