iteration,true_shared,false_shared,true_exposed,false_exposed
0,17,17,30,30
1,126,53,181,109
2,1678,427,3807,1215
3,3545,983,8254,3536
4,2105,937,5277,2910
5,379,567,944,1907
6,24,262,35,845
7,1,91,1,272
8,0,22,0,57
9,0,5,0,16
10,0,2,0,3
11,0,0,0,1
12,0,0,0,0
