iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,17,30,30
1,209,76,311,194
2,1812,382,5086,1545
3,2098,505,6059,2387
4,843,480,2224,1834
5,167,367,499,1289
6,25,209,49,673
7,1,104,2,254
8,0,30,0,111
9,0,7,0,25
10,0,1,0,5
11,0,0,0,0
12,0,0,0,0
