iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,12,30,30
1,136,29,188,86
2,1219,106,3184,365
3,3265,398,6761,1352
4,3403,722,8469,2545
5,1571,865,4086,2767
6,305,786,751,2328
7,33,470,59,1697
8,2,303,2,882
9,0,178,1,550
10,0,96,0,263
11,0,46,0,116
12,0,9,0,41
13,0,3,0,8
14,0,1,0,4
15,0,3,0,3
16,0,1,0,2
17,0,0,0,1
18,0,0,0,0
