iteration,true_shared,false_shared,true_exposed,false_exposed
0,17,14,30,30
1,252,58,382,185
2,1625,327,5280,1145
3,1064,614,3014,2773
4,355,338,990,1045
5,128,122,355,540
6,23,67,55,165
7,3,44,6,115
8,0,33,0,102
9,0,13,0,50
10,0,12,0,31
11,0,7,0,18
12,0,2,0,5
13,0,1,0,3
14,0,1,0,2
15,0,0,0,0
16,0,0,0,0
