iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,13,30,30
1,143,60,205,152
2,1706,340,3085,1066
3,2567,389,6627,1398
4,1430,226,4042,999
5,599,160,1599,578
6,103,169,294,626
7,14,123,25,403
8,2,51,2,193
9,0,15,0,50
10,0,6,0,11
11,0,2,0,6
12,0,0,0,2
13,0,0,0,0
