iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,9,30,30
1,177,18,255,48
2,1508,33,3619,89
3,3951,206,8484,600
4,4241,682,10261,2245
5,2457,985,5976,2980
6,638,689,1678,2274
7,70,326,121,912
8,6,140,12,419
9,0,79,0,215
10,0,29,0,102
11,0,13,0,34
12,0,8,0,14
13,0,4,0,7
14,0,1,0,7
15,0,0,0,0
16,0,0,0,0
