iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,10,30,30
1,112,14,165,48
2,937,163,1681,489
3,4200,574,11023,2233
4,6157,967,14949,2888
5,2771,843,6912,2339
6,470,637,1092,2156
7,33,541,71,1619
8,2,394,2,1241
9,0,172,0,517
10,0,54,0,151
11,0,17,0,36
12,0,10,0,15
13,0,5,0,11
14,0,1,0,1
15,0,0,0,0
16,0,0,0,0
