iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,14,30,30
1,125,97,176,249
2,1118,722,2293,2646
3,4365,1456,9818,4331
4,6187,1387,15059,4219
5,3030,1130,7905,3411
6,491,647,1175,1966
7,39,367,64,1214
8,5,208,5,722
9,0,103,0,294
10,0,60,0,125
11,0,24,0,62
12,0,10,0,24
13,0,2,0,7
14,0,0,0,1
15,0,0,0,0
