iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,9,30,30
1,102,79,142,215
2,1789,251,3581,1408
3,2226,287,5600,991
4,929,307,2441,1301
5,316,292,798,1101
6,41,218,86,934
7,4,110,5,362
8,0,52,0,157
9,0,40,0,101
10,0,19,0,65
11,0,9,0,27
12,0,3,0,12
13,0,3,0,4
14,0,0,0,2
15,0,0,0,0
