iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,19,30,30
1,99,65,152,164
2,951,655,1851,1943
3,3248,1280,7208,3859
4,4377,1339,9991,4683
5,2204,1041,6077,3428
6,571,501,1428,1590
7,96,176,212,555
8,15,69,23,183
9,1,35,3,81
10,0,13,0,30
11,0,5,0,13
12,0,4,0,5
13,0,4,0,6
14,0,1,0,3
15,0,0,0,0
16,0,0,0,0
