iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,9,30,30
1,124,76,196,182
2,1308,429,3063,1787
3,3978,689,10116,2769
4,3786,738,9511,2487
5,1108,710,2976,2350
6,120,537,251,1686
7,6,270,13,889
8,1,101,1,258
9,0,48,0,92
10,0,21,0,37
11,0,4,0,18
12,0,1,0,3
13,0,1,0,1
14,0,1,0,2
15,0,2,0,2
16,0,1,0,4
17,0,0,0,0
18,0,0,0,0
