iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,10,30,30
1,196,57,274,165
2,1622,232,4268,1101
3,740,115,2752,478
4,171,94,471,427
5,90,73,192,425
6,15,29,46,106
7,1,11,3,38
8,0,8,0,28
9,0,1,0,5
10,0,0,0,0
11,0,0,0,0
