iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,12,30,30
1,137,38,176,116
2,1317,89,2576,374
3,3463,295,9267,1030
4,3211,517,7779,2048
5,865,537,2482,1606
6,86,540,178,1974
7,8,420,10,1220
8,1,195,2,561
9,0,61,0,184
10,0,21,0,61
11,0,4,0,13
12,0,1,0,2
13,0,0,0,0
14,0,0,0,0
