iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,17,30,30
1,112,62,169,123
2,1180,285,2357,972
3,4398,1044,9044,3607
4,5650,1845,12975,5767
5,2357,1860,6387,6131
6,366,1356,824,4341
7,31,788,53,2294
8,2,292,3,886
9,0,96,0,263
10,0,28,0,72
11,0,6,0,20
12,0,0,0,5
13,0,0,0,0
