iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,15,30,30
1,121,32,188,109
2,1353,153,2996,453
3,3720,354,9148,1700
4,3121,618,7861,2259
5,1044,728,2977,3142
6,336,652,820,2192
7,59,344,131,1244
8,2,137,6,481
9,1,42,1,160
10,0,14,0,41
11,0,1,0,8
12,0,0,0,2
13,0,0,0,0
