iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,15,30,30
1,200,52,296,107
2,1699,615,4130,1544
3,3965,1206,9357,3902
4,3150,1161,7765,3845
5,1615,838,4082,2751
6,557,491,1459,1615
7,72,258,155,791
8,3,130,7,386
9,0,72,0,175
10,0,29,0,79
11,0,13,0,33
12,0,3,0,15
13,0,2,0,5
14,0,2,0,2
15,0,0,0,1
16,0,0,0,0
