iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,14,30,30
1,130,37,188,91
2,975,159,2507,585
3,3044,532,7728,1913
4,3830,783,9306,2521
5,1963,725,4928,2446
6,480,533,1223,1725
7,45,244,81,745
8,4,88,5,279
9,0,27,0,75
10,0,5,0,19
11,0,4,0,12
12,0,2,0,5
13,0,2,0,5
14,0,2,0,5
15,0,2,0,4
16,0,0,0,0
17,0,0,0,0
