iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,11,30,30
1,131,32,179,75
2,1081,121,2107,364
3,4343,552,10763,1962
4,5877,1088,14182,3702
5,2334,1056,6108,3255
6,344,679,785,2129
7,29,359,48,1106
8,0,148,2,429
9,0,47,0,131
10,0,14,0,38
11,0,0,0,9
12,0,0,0,0
