iteration,sender,receiver,news_id,news_party,news_veracity
0,bot15__0,bot4__6,300,N,False
0,bot15__2,53,302,N,False
0,bot15__2,bot7__9,302,N,False
0,bot15__3,bot4__2,303,N,False
0,bot15__3,bot13__9,303,N,False
0,bot15__5,229,305,N,False
0,bot15__5,183,305,N,False
0,bot15__6,69,306,N,False
0,bot15__7,bot11__4,307,N,False
0,bot15__7,239,307,N,False
0,bot15__8,reel5__4,308,N,False
0,bot15__8,bot13__5,308,N,False
0,bot15__8,reel10__5,308,N,False
0,bot15__9,bot3__0,309,N,False
0,reel15__0,233,310,N,True
0,reel15__0,0,310,N,True
0,reel15__1,reel11__0,311,N,True
0,reel15__2,reel4__3,312,N,True
0,reel15__2,149,312,N,True
0,reel15__3,231,313,N,True
0,reel15__3,reel5__6,313,N,True
0,reel15__4,reel6__5,314,N,True
0,reel15__5,reel9__8,315,N,True
0,reel15__5,reel2__4,315,N,True
0,reel15__5,277,315,N,True
0,reel15__6,reel5__9,316,N,True
0,reel15__6,27,316,N,True
0,reel15__7,227,317,N,True
0,reel15__7,187,317,N,True
0,reel15__7,reel11__1,317,N,True
0,reel15__8,reel1__6,318,N,True
0,reel15__8,161,318,N,True
0,reel15__8,reel13__3,318,N,True
0,reel15__9,21,319,N,True
1,bot4__6,264,300,N,False
1,bot7__9,bot6__6,302,N,False
1,bot7__9,bot5__6,302,N,False
1,bot7__9,193,302,N,False
1,53,299,302,N,False
1,53,1,302,N,False
1,53,48,302,N,False
1,53,196,302,N,False
1,53,94,302,N,False
1,53,260,302,N,False
1,53,254,302,N,False
1,53,204,302,N,False
1,53,317,302,N,False
1,53,330,302,N,False
1,53,213,302,N,False
1,53,101,302,N,False
1,53,302,302,N,False
1,53,315,302,N,False
1,53,194,302,N,False
1,53,92,302,N,False
1,53,0,302,N,False
1,53,reel8__4,302,N,False
1,bot13__9,82,303,N,False
1,229,148,305,N,False
1,229,109,305,N,False
1,229,119,305,N,False
1,229,0,305,N,False
1,183,0,305,N,False
1,229,reel2__3,305,N,False
1,183,reel2__7,305,N,False
1,183,bot7__7,305,N,False
1,69,26,306,N,False
1,69,9,306,N,False
1,69,0,306,N,False
1,69,bot11__4,306,N,False
1,69,bot12__2,306,N,False
1,239,344,307,N,False
1,239,62,307,N,False
1,239,252,307,N,False
1,239,21,307,N,False
1,239,56,307,N,False
1,239,118,307,N,False
1,239,325,307,N,False
1,239,59,307,N,False
1,239,322,307,N,False
1,239,122,307,N,False
1,239,26,307,N,False
1,239,188,307,N,False
1,239,109,307,N,False
1,239,265,307,N,False
1,239,67,307,N,False
1,239,169,307,N,False
1,239,271,307,N,False
1,239,123,307,N,False
1,239,66,307,N,False
1,239,40,307,N,False
1,239,277,307,N,False
1,239,104,307,N,False
1,239,0,307,N,False
1,239,reel6__5,307,N,False
1,bot11__4,69,307,N,False
1,reel5__4,reel4__6,308,N,False
1,bot13__5,reel4__6,308,N,False
1,reel5__4,reel10__6,308,N,False
1,bot13__5,bot6__0,308,N,False
1,bot13__5,8,308,N,False
1,reel10__5,42,308,N,False
1,reel10__5,bot12__3,308,N,False
1,bot3__0,317,309,N,False
1,bot3__0,reel2__3,309,N,False
1,233,reel4__4,310,N,True
1,0,236,310,N,True
1,0,186,310,N,True
1,0,122,310,N,True
1,0,285,310,N,True
1,0,24,310,N,True
1,0,346,310,N,True
1,0,176,310,N,True
1,0,9,310,N,True
1,0,130,310,N,True
1,0,329,310,N,True
1,0,204,310,N,True
1,0,213,310,N,True
1,0,252,310,N,True
1,0,332,310,N,True
1,0,82,310,N,True
1,0,65,310,N,True
1,0,26,310,N,True
1,0,272,310,N,True
1,0,211,310,N,True
1,0,84,310,N,True
1,0,133,310,N,True
1,0,62,310,N,True
1,0,239,310,N,True
1,0,172,310,N,True
1,0,322,310,N,True
1,0,53,310,N,True
1,0,170,310,N,True
1,0,46,310,N,True
1,0,56,310,N,True
1,0,254,310,N,True
1,0,194,310,N,True
1,0,231,310,N,True
1,0,127,310,N,True
1,0,135,310,N,True
1,0,103,310,N,True
1,0,188,310,N,True
1,0,23,310,N,True
1,0,73,310,N,True
1,0,299,310,N,True
1,0,288,310,N,True
1,0,315,310,N,True
1,0,119,310,N,True
1,0,323,310,N,True
1,0,48,310,N,True
1,0,57,310,N,True
1,0,98,310,N,True
1,0,313,310,N,True
1,0,67,310,N,True
1,0,118,310,N,True
1,0,277,310,N,True
1,0,270,310,N,True
1,0,76,310,N,True
1,0,36,310,N,True
1,0,274,310,N,True
1,0,88,310,N,True
1,0,108,310,N,True
1,0,197,310,N,True
1,0,312,310,N,True
1,0,214,310,N,True
1,0,71,310,N,True
1,0,333,310,N,True
1,0,207,310,N,True
1,0,168,310,N,True
1,0,128,310,N,True
1,0,238,310,N,True
1,0,265,310,N,True
1,0,141,310,N,True
1,0,78,310,N,True
1,0,345,310,N,True
1,0,317,310,N,True
1,0,158,310,N,True
1,0,38,310,N,True
1,0,302,310,N,True
1,0,54,310,N,True
1,0,139,310,N,True
1,0,109,310,N,True
1,0,291,310,N,True
1,0,142,310,N,True
1,0,203,310,N,True
1,0,64,310,N,True
1,0,248,310,N,True
1,0,126,310,N,True
1,0,224,310,N,True
1,0,261,310,N,True
1,0,283,310,N,True
1,0,226,310,N,True
1,0,290,310,N,True
1,0,25,310,N,True
1,0,342,310,N,True
1,0,146,310,N,True
1,0,300,310,N,True
1,0,94,310,N,True
1,0,1,310,N,True
1,0,184,310,N,True
1,0,159,310,N,True
1,0,149,310,N,True
1,0,13,310,N,True
1,0,59,310,N,True
1,0,80,310,N,True
1,0,161,310,N,True
1,0,31,310,N,True
1,0,136,310,N,True
1,0,7,310,N,True
1,0,49,310,N,True
1,0,320,310,N,True
1,0,85,310,N,True
1,0,246,310,N,True
1,0,123,310,N,True
1,0,284,310,N,True
1,0,140,310,N,True
1,0,137,310,N,True
1,0,115,310,N,True
1,0,297,310,N,True
1,0,185,310,N,True
1,0,104,310,N,True
1,0,324,310,N,True
1,0,171,310,N,True
1,0,111,310,N,True
1,0,14,310,N,True
1,0,310,310,N,True
1,0,32,310,N,True
1,0,30,310,N,True
1,0,222,310,N,True
1,0,92,310,N,True
1,0,72,310,N,True
1,0,125,310,N,True
1,0,212,310,N,True
1,0,340,310,N,True
1,0,311,310,N,True
1,0,309,310,N,True
1,0,70,310,N,True
1,0,16,310,N,True
1,0,249,310,N,True
1,0,39,310,N,True
1,0,251,310,N,True
1,0,55,310,N,True
1,0,228,310,N,True
1,0,113,310,N,True
1,0,258,310,N,True
1,0,257,310,N,True
1,0,303,310,N,True
1,0,286,310,N,True
1,0,81,310,N,True
1,0,174,310,N,True
1,0,293,310,N,True
1,0,42,310,N,True
1,0,347,310,N,True
1,0,2,310,N,True
1,0,281,310,N,True
1,0,279,310,N,True
1,0,51,310,N,True
1,0,338,310,N,True
1,0,75,310,N,True
1,0,268,310,N,True
1,0,314,310,N,True
1,0,192,310,N,True
1,0,243,310,N,True
1,0,181,310,N,True
1,0,245,310,N,True
1,0,328,310,N,True
1,0,331,310,N,True
1,0,150,310,N,True
1,0,101,310,N,True
1,0,99,310,N,True
1,0,296,310,N,True
1,0,318,310,N,True
1,0,163,310,N,True
1,0,121,310,N,True
1,0,306,310,N,True
1,0,180,310,N,True
1,0,87,310,N,True
1,0,189,310,N,True
1,0,60,310,N,True
1,0,259,310,N,True
1,0,45,310,N,True
1,0,58,310,N,True
1,0,269,310,N,True
1,0,167,310,N,True
1,0,227,310,N,True
1,0,96,310,N,True
1,0,143,310,N,True
1,0,41,310,N,True
1,0,235,310,N,True
1,0,89,310,N,True
1,0,79,310,N,True
1,0,221,310,N,True
1,0,301,310,N,True
1,0,250,310,N,True
1,0,29,310,N,True
1,0,337,310,N,True
1,0,100,310,N,True
1,0,110,310,N,True
1,0,225,310,N,True
1,0,86,310,N,True
1,0,152,310,N,True
1,0,148,310,N,True
