iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,10,30,30
1,138,14,198,50
2,1620,47,3009,108
3,3679,383,9478,1218
4,2569,703,6522,2558
5,710,703,1925,2283
6,59,483,120,1569
7,5,250,11,891
8,0,123,0,430
9,0,65,0,206
10,0,25,0,87
11,0,9,0,28
12,0,3,0,10
13,0,3,0,8
14,0,2,0,6
15,0,2,0,3
16,0,1,0,2
17,0,0,0,1
18,0,0,0,0
