iteration,true_shared,false_shared,true_exposed,false_exposed
0,17,13,30,30
1,79,50,117,138
2,1587,546,2769,1757
3,2454,692,6363,2169
4,1195,361,2926,1442
5,466,170,1419,635
6,176,75,487,276
7,55,84,125,384
8,9,72,17,248
9,0,42,0,158
10,0,28,0,69
11,0,8,0,39
12,0,1,0,4
13,0,1,0,3
14,0,0,0,1
15,0,0,0,0
