iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,11,30,30
1,96,33,136,74
2,1258,232,2013,670
3,5168,779,11329,2487
4,6919,1419,16181,4877
5,2754,1569,7441,4844
6,291,1223,617,3734
7,16,600,20,1895
8,0,221,0,600
9,0,52,0,188
10,0,18,0,41
11,0,5,0,14
12,0,3,0,8
13,0,1,0,2
14,0,0,0,0
15,0,0,0,0
