iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,10,30,30
1,137,26,210,64
2,1417,131,3279,561
3,3390,429,8366,1606
4,2609,585,6336,1929
5,682,536,1691,1772
6,63,342,123,1100
7,2,253,3,924
8,1,186,1,549
9,0,104,0,282
10,0,57,0,168
11,0,28,0,62
12,0,9,0,24
13,0,5,0,7
14,0,0,0,2
15,0,0,0,0
