iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,149,68,241,190
2,1132,258,2150,1095
3,3827,590,8233,1939
4,4917,964,12108,3376
5,2039,1129,5390,3743
6,214,1049,443,3504
7,16,580,19,1920
8,0,277,1,882
9,0,120,0,354
10,0,53,0,156
11,0,14,0,59
12,0,5,0,13
13,0,1,0,2
14,0,0,0,1
15,0,0,0,0
