iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,12,30,30
1,237,43,350,94
2,2069,175,5165,617
3,5219,404,11762,1122
4,4280,686,10912,2179
5,1417,908,3473,3067
6,243,936,585,3113
7,18,577,31,1827
8,0,296,2,827
9,0,104,0,306
10,0,31,0,95
11,0,9,0,27
12,0,1,0,7
13,0,1,0,2
14,0,0,0,1
15,0,0,0,0
