iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,13,30,30
1,163,82,238,189
2,1473,451,3971,1975
3,2429,684,6586,2347
4,1534,555,4000,1987
5,543,372,1577,1098
6,91,277,201,856
7,5,265,13,937
8,1,208,2,606
9,0,93,0,308
10,0,38,0,102
11,0,7,0,25
12,0,3,0,7
13,0,2,0,2
14,0,0,0,0
15,0,0,0,0
