iteration,sender,receiver,news_id,news_party,news_veracity
0,bot28__0,bot12__2,560,N,False
0,bot28__0,bot0__4,560,N,False
0,bot28__1,reel24__6,561,N,False
0,bot28__1,reel5__7,561,N,False
0,bot28__1,88,561,N,False
0,bot28__2,reel16__1,562,N,False
0,bot28__2,reel19__6,562,N,False
0,bot28__3,reel19__7,563,N,False
0,bot28__5,reel23__3,565,N,False
0,bot28__5,bot19__7,565,N,False
0,bot28__6,bot5__5,566,N,False
0,bot28__7,reel0__4,567,N,False
0,bot28__7,296,567,N,False
0,bot28__9,reel14__3,569,N,False
0,reel28__1,reel3__9,571,N,True
0,reel28__1,220,571,N,True
0,reel28__2,336,572,N,True
0,reel28__2,51,572,N,True
0,reel28__3,269,573,N,True
0,reel28__3,319,573,N,True
0,reel28__3,reel12__5,573,N,True
0,reel28__4,reel18__1,574,N,True
0,reel28__4,49,574,N,True
0,reel28__5,89,575,N,True
0,reel28__6,reel0__0,576,N,True
0,reel28__7,reel20__3,577,N,True
0,reel28__7,3,577,N,True
0,reel28__7,reel21__1,577,N,True
0,reel28__8,68,578,N,True
0,reel28__8,reel27__6,578,N,True
0,reel28__9,36,579,N,True
0,reel28__9,reel13__5,579,N,True
1,bot12__2,bot6__2,560,N,False
1,bot0__4,243,560,N,False
1,bot0__4,106,560,N,False
1,bot0__4,bot1__6,560,N,False
1,reel24__6,302,561,N,False
1,reel24__6,263,561,N,False
1,88,178,561,N,False
1,88,1,561,N,False
1,88,303,561,N,False
1,88,25,561,N,False
1,88,336,561,N,False
1,88,53,561,N,False
1,88,0,561,N,False
1,reel5__7,311,561,N,False
1,reel19__6,284,562,N,False
1,reel19__6,31,562,N,False
1,bot19__7,bot13__2,565,N,False
1,bot19__7,265,565,N,False
1,reel23__3,173,565,N,False
1,reel23__3,167,565,N,False
1,reel23__3,99,565,N,False
1,bot5__5,245,566,N,False
1,bot5__5,266,566,N,False
1,bot5__5,bot16__8,566,N,False
1,reel0__4,251,567,N,False
1,reel0__4,8,567,N,False
1,reel0__4,reel1__0,567,N,False
1,296,102,567,N,False
1,296,175,567,N,False
1,296,227,567,N,False
1,296,263,567,N,False
1,296,0,567,N,False
