iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,10,30,30
1,120,27,178,85
2,1411,313,2732,913
3,4320,802,9464,2237
4,4649,903,11639,3104
5,2982,1056,7368,3517
6,813,994,2048,3092
7,73,556,128,1651
8,1,170,5,543
9,0,50,0,141
10,0,10,0,33
11,0,1,0,3
12,0,1,0,1
13,0,0,0,1
14,0,0,0,0
