iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,14,30,30
1,163,53,221,123
2,1618,334,3782,1339
3,4518,728,10487,2219
4,4041,807,10080,2689
5,1782,626,4600,2421
6,302,640,691,2428
7,17,670,29,1990
8,2,516,3,1601
9,0,267,0,796
10,0,115,0,287
11,0,42,0,112
12,0,15,0,34
13,0,8,0,14
14,0,1,0,6
15,0,0,0,0
16,0,0,0,0
