iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,9,30,30
1,201,9,290,46
2,1527,162,4433,417
3,3658,403,8854,1233
4,3344,473,7803,1432
5,865,316,2206,940
6,52,173,101,503
7,3,122,4,418
8,0,117,0,335
9,0,109,0,401
10,0,62,0,200
11,0,29,0,84
12,0,15,0,32
13,0,6,0,13
14,0,3,0,7
15,0,0,0,0
16,0,0,0,0
