iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,10,30,30
1,122,29,187,84
2,995,114,2090,482
3,1904,396,5747,1690
4,1363,384,4035,1404
5,410,245,1096,949
6,74,161,180,644
7,6,100,10,451
8,1,47,2,151
9,0,19,0,62
10,0,13,0,36
11,0,6,0,23
12,0,3,0,7
13,0,2,0,3
14,0,0,0,5
15,0,0,0,0
