iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,13,30,30
1,194,45,302,101
2,2332,368,5305,1473
3,4916,1134,10840,3445
4,2593,1272,6777,3969
5,765,741,1845,2209
6,101,485,250,1655
7,8,293,12,915
8,0,148,1,453
9,0,70,0,206
10,0,28,0,69
11,0,9,0,23
12,0,2,0,8
13,0,0,0,2
14,0,0,0,0
