iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,16,30,30
1,229,112,352,252
2,1840,484,6193,2367
3,214,189,953,933
4,62,104,157,587
5,32,58,60,181
6,37,38,114,94
7,16,40,47,135
8,4,12,14,50
9,0,7,0,17
10,0,0,0,1
11,0,0,0,0
