iteration,true_shared,false_shared,true_exposed,false_exposed
0,16,20,30,30
1,124,86,181,175
2,1404,527,2875,1604
3,2842,1114,6909,3872
4,2083,1351,5249,4235
5,1208,1132,2983,3507
6,291,606,746,1792
7,16,265,29,636
8,0,94,1,210
9,0,30,0,50
10,0,7,0,12
11,0,1,0,2
12,0,0,0,0
13,0,0,0,0
