iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,12,30,30
1,252,53,350,94
2,2089,251,5329,754
3,5422,1019,11853,2376
4,4426,1772,10948,5274
5,1584,1286,4125,3714
6,252,733,581,1988
7,18,317,30,934
8,0,99,1,279
9,0,33,0,64
10,0,5,0,12
11,0,2,0,2
12,0,0,0,0
13,0,0,0,0
