iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,14,30,30
1,141,79,193,157
2,1627,705,2697,1836
3,4939,1700,11029,4846
4,4947,1916,11738,5507
5,1739,1432,4619,4115
6,232,702,558,1921
7,17,201,32,522
8,0,37,2,92
9,0,6,0,13
10,0,1,0,2
11,0,1,0,1
12,0,1,0,1
13,0,0,0,0
14,0,0,0,0
