iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,10,30,30
1,149,24,204,50
2,1967,118,3341,228
3,4464,818,11417,2889
4,2902,1700,7217,4972
5,619,1552,1546,4611
6,57,779,103,2160
7,3,301,5,810
8,0,73,0,194
9,0,15,0,30
10,0,2,0,4
11,0,0,0,0
12,0,0,0,0
