iteration,true_shared,false_shared,true_exposed,false_exposed
0,19,17,30,30
1,127,75,188,159
2,1589,637,2936,1776
3,3537,1353,8978,3913
4,2533,1457,6425,3954
5,698,942,1900,3026
6,65,440,137,1282
7,2,156,4,451
8,0,29,0,72
9,0,10,0,21
10,0,4,0,9
11,0,0,0,1
12,0,0,0,0
