iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,10,30,30
1,134,60,172,132
2,787,454,1711,1887
3,3885,1221,9461,3870
4,6694,1409,15528,3855
5,2452,803,6447,2293
6,233,240,518,659
7,13,47,23,108
8,0,15,1,21
9,0,2,0,3
10,0,0,0,0
11,0,0,0,0
