iteration,true_shared,false_shared,true_exposed,false_exposed
0,18,14,30,30
1,197,31,323,75
2,1767,118,4307,348
3,1999,489,5365,1419
4,586,746,1429,2761
5,239,606,664,1697
6,225,313,594,888
7,76,123,201,293
8,9,47,20,114
9,2,12,3,27
10,0,0,0,4
11,0,0,0,0
