iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,14,30,30
1,206,79,316,153
2,1369,521,4370,1729
3,1282,454,4234,1939
4,546,286,1317,1176
5,166,172,490,496
6,38,96,66,231
7,7,37,10,96
8,0,12,1,28
9,0,2,0,7
10,0,1,0,1
11,0,0,0,0
12,0,0,0,0
