iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,11,30,30
1,197,55,307,100
2,1834,552,4520,1836
3,2880,907,7482,2698
4,1297,758,3324,2086
5,185,350,396,1075
6,9,102,21,259
7,1,15,2,41
8,0,5,0,10
9,0,1,0,1
10,0,0,0,0
11,0,0,0,0
