iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,16,30,30
1,175,50,270,102
2,1797,349,4187,1034
3,3279,782,7574,2514
4,1635,1197,4153,3707
5,664,1145,1677,3018
6,259,490,695,1400
7,35,135,67,313
8,3,26,4,66
9,1,3,1,5
10,0,2,0,5
11,0,0,0,0
12,0,0,0,0
