iteration,true_shared,false_shared,true_exposed,false_exposed
0,24,16,30,30
1,154,77,235,151
2,1757,577,4099,1755
3,4985,1532,11785,4244
4,4191,2147,10549,5733
5,1423,1758,3616,4894
6,248,820,622,2301
7,26,380,47,1173
8,4,175,4,506
9,0,76,0,164
10,0,20,0,52
11,0,3,0,8
12,0,0,0,2
13,0,0,0,0
