iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,16,30,30
1,233,90,349,188
2,1294,583,4675,2247
3,634,443,2146,2287
4,267,160,644,538
5,267,70,720,242
6,201,25,932,122
7,56,11,109,35
8,31,2,51,7
9,26,0,76,0
10,2,0,6,0
11,1,0,1,0
12,0,0,0,0
13,0,0,0,0
