iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,13,30,30
1,105,60,162,125
2,1128,769,2085,1744
3,3568,1751,8530,4890
4,4255,1704,10113,5066
5,2781,1429,7401,4338
6,764,851,1969,2638
7,63,381,131,1085
8,6,128,7,335
9,0,34,0,94
10,0,11,0,27
11,0,1,0,8
12,0,3,0,4
13,0,1,0,3
14,0,0,0,0
15,0,0,0,0
