iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,14,30,30
1,148,94,195,192
2,2040,740,4634,2094
3,3340,1371,8326,4351
4,1481,1005,3527,2876
5,208,323,520,930
6,12,73,21,160
7,0,18,1,34
8,0,1,0,4
9,0,0,0,0
10,0,0,0,0
