iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,18,30,30
1,142,35,201,83
2,1395,107,3163,246
3,4508,456,9474,1469
4,5650,1368,12861,4158
5,3559,2338,9099,6814
6,854,2018,2232,5911
7,76,984,152,2852
8,5,303,7,764
9,1,57,1,135
10,0,13,0,26
11,0,1,0,9
12,0,0,0,0
13,0,0,0,0
