iteration,true_shared,false_shared,true_exposed,false_exposed
0,25,19,30,30
1,227,113,332,214
2,1849,714,5243,2255
3,1992,1100,5476,3666
4,862,728,2405,2568
5,357,323,952,910
6,108,117,244,372
7,18,24,39,72
8,2,6,3,14
9,0,1,0,1
10,0,0,0,0
11,0,0,0,0
