iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,14,30,30
1,132,56,187,130
2,1564,367,3236,1253
3,2036,691,6334,2401
4,965,586,2773,1949
5,270,335,728,1007
6,52,182,112,523
7,6,83,8,187
8,1,21,2,48
9,0,5,0,14
10,0,2,0,5
11,0,0,0,2
12,0,0,0,0
