iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,17,30,30
1,134,92,198,193
2,1650,600,3982,2051
3,4479,1544,9989,4374
4,3836,1666,9361,4790
5,1658,870,4209,2654
6,283,402,741,1114
7,28,242,48,796
8,1,147,3,438
9,0,111,0,356
10,0,58,0,184
11,0,22,0,92
12,0,4,0,21
13,0,2,0,4
14,0,1,0,4
15,0,0,0,1
16,0,0,0,0
