iteration,sender,receiver,news_id,news_party,news_veracity
0,bot59__0,bot16__4,1180,N,False
0,bot59__1,bot2__7,1181,N,False
0,bot59__2,reel22__8,1182,N,False
0,bot59__2,reel49__2,1182,N,False
0,bot59__3,reel55__1,1183,N,False
0,bot59__3,22,1183,N,False
0,bot59__3,149,1183,N,False
0,bot59__4,reel41__2,1184,N,False
0,bot59__5,bot20__3,1185,N,False
0,bot59__5,reel37__5,1185,N,False
0,bot59__6,bot9__1,1186,N,False
0,bot59__6,reel43__0,1186,N,False
0,bot59__7,bot22__4,1187,N,False
0,bot59__8,bot35__2,1188,N,False
0,bot59__9,42,1189,N,False
0,reel59__0,241,1190,N,True
0,reel59__0,175,1190,N,True
0,reel59__0,reel46__6,1190,N,True
0,reel59__1,reel36__0,1191,N,True
0,reel59__2,158,1192,N,True
0,reel59__2,reel17__2,1192,N,True
0,reel59__3,reel52__6,1193,N,True
0,reel59__4,205,1194,N,True
0,reel59__4,341,1194,N,True
0,reel59__5,reel41__6,1195,N,True
0,reel59__5,reel39__0,1195,N,True
0,reel59__5,reel38__0,1195,N,True
0,reel59__6,237,1196,N,True
0,reel59__6,339,1196,N,True
0,reel59__7,reel2__4,1197,N,True
0,reel59__8,reel52__3,1198,N,True
0,reel59__8,136,1198,N,True
0,reel59__8,29,1198,N,True
0,reel59__9,331,1199,N,True
0,reel59__9,reel41__1,1199,N,True
0,reel59__9,reel48__3,1199,N,True
1,bot2__7,0,1181,N,False
1,bot2__7,bot4__6,1181,N,False
1,bot2__7,bot25__7,1181,N,False
1,reel49__2,reel35__9,1182,N,False
1,reel49__2,reel34__4,1182,N,False
1,reel49__2,bot52__3,1182,N,False
1,reel22__8,bot29__6,1182,N,False
1,reel22__8,reel47__9,1182,N,False
1,reel22__8,reel48__1,1182,N,False
1,reel22__8,reel54__6,1182,N,False
1,149,326,1183,N,False
1,149,162,1183,N,False
1,149,2,1183,N,False
1,149,14,1183,N,False
1,149,28,1183,N,False
1,149,144,1183,N,False
1,149,bot12__1,1183,N,False
1,149,reel34__8,1183,N,False
1,149,bot42__5,1183,N,False
1,149,bot48__7,1183,N,False
1,reel55__1,reel48__8,1183,N,False
1,reel55__1,251,1183,N,False
1,22,7,1183,N,False
1,22,185,1183,N,False
1,22,168,1183,N,False
1,22,reel31__1,1183,N,False
1,reel41__2,265,1184,N,False
1,reel41__2,reel58__6,1184,N,False
1,reel37__5,reel35__3,1185,N,False
1,reel37__5,reel22__4,1185,N,False
1,reel37__5,reel42__3,1185,N,False
1,bot20__3,bot14__3,1185,N,False
1,bot20__3,bot5__5,1185,N,False
1,reel43__0,reel33__2,1186,N,False
1,reel43__0,reel26__5,1186,N,False
1,bot9__1,95,1186,N,False
1,bot9__1,bot1__1,1186,N,False
1,bot9__1,reel0__5,1186,N,False
1,bot9__1,bot12__1,1186,N,False
1,bot22__4,244,1187,N,False
1,42,33,1189,N,False
1,42,reel0__1,1189,N,False
1,42,reel17__7,1189,N,False
1,42,reel58__9,1189,N,False
1,175,46,1190,N,True
1,175,278,1190,N,True
1,175,263,1190,N,True
1,175,19,1190,N,True
1,175,143,1190,N,True
1,175,321,1190,N,True
1,175,99,1190,N,True
1,175,23,1190,N,True
1,175,68,1190,N,True
1,175,277,1190,N,True
1,175,296,1190,N,True
1,175,225,1190,N,True
1,175,102,1190,N,True
1,175,0,1190,N,True
1,241,0,1190,N,True
1,175,reel1__9,1190,N,True
1,175,reel11__5,1190,N,True
1,175,reel18__2,1190,N,True
1,175,reel38__4,1190,N,True
1,241,reel1__0,1190,N,True
1,241,bot13__0,1190,N,True
1,reel46__6,reel30__9,1190,N,True
1,reel46__6,224,1190,N,True
1,reel46__6,reel16__3,1190,N,True
1,reel36__0,reel22__0,1191,N,True
1,reel36__0,reel29__0,1191,N,True
1,reel17__2,36,1192,N,True
1,reel17__2,293,1192,N,True
1,reel17__2,reel29__9,1192,N,True
1,reel17__2,bot46__9,1192,N,True
1,158,317,1192,N,True
1,158,304,1192,N,True
1,158,40,1192,N,True
1,158,26,1192,N,True
1,158,315,1192,N,True
1,158,25,1192,N,True
1,158,332,1192,N,True
1,158,232,1192,N,True
1,158,82,1192,N,True
1,158,339,1192,N,True
1,158,109,1192,N,True
1,158,242,1192,N,True
1,158,22,1192,N,True
1,158,322,1192,N,True
1,158,291,1192,N,True
1,158,113,1192,N,True
1,158,67,1192,N,True
1,158,168,1192,N,True
1,158,248,1192,N,True
1,158,5,1192,N,True
1,158,60,1192,N,True
1,158,0,1192,N,True
1,158,reel0__6,1192,N,True
1,158,reel2__3,1192,N,True
1,158,reel12__9,1192,N,True
1,158,reel20__3,1192,N,True
1,158,bot36__5,1192,N,True
1,reel52__6,199,1193,N,True
1,reel52__6,144,1193,N,True
1,205,192,1194,N,True
1,205,bot1__8,1194,N,True
1,205,bot11__0,1194,N,True
1,341,274,1194,N,True
1,341,322,1194,N,True
1,341,56,1194,N,True
1,341,188,1194,N,True
1,341,304,1194,N,True
1,341,62,1194,N,True
1,341,170,1194,N,True
1,341,bot21__7,1194,N,True
1,341,reel22__0,1194,N,True
1,341,bot42__2,1194,N,True
1,reel39__0,328,1195,N,True
1,reel39__0,248,1195,N,True
1,reel39__0,reel45__8,1195,N,True
1,reel39__0,reel46__5,1195,N,True
1,reel38__0,reel12__4,1195,N,True
1,reel41__6,reel2__6,1195,N,True
1,reel41__6,reel19__4,1195,N,True
1,237,31,1196,N,True
1,339,31,1196,N,True
1,237,84,1196,N,True
1,237,23,1196,N,True
1,237,25,1196,N,True
1,237,83,1196,N,True
1,237,0,1196,N,True
1,339,0,1196,N,True
1,237,bot1__5,1196,N,True
1,237,bot9__0,1196,N,True
1,237,reel12__6,1196,N,True
1,237,reel17__4,1196,N,True
1,237,reel18__1,1196,N,True
1,237,reel22__7,1196,N,True
1,237,bot50__2,1196,N,True
1,237,bot55__8,1196,N,True
1,339,168,1196,N,True
1,339,38,1196,N,True
1,339,136,1196,N,True
1,339,340,1196,N,True
1,339,161,1196,N,True
1,339,22,1196,N,True
1,339,334,1196,N,True
1,339,246,1196,N,True
1,339,129,1196,N,True
1,339,158,1196,N,True
1,339,313,1196,N,True
1,339,277,1196,N,True
1,339,146,1196,N,True
1,339,152,1196,N,True
1,339,315,1196,N,True
1,339,65,1196,N,True
1,339,347,1196,N,True
1,339,reel1__3,1196,N,True
1,339,bot2__1,1196,N,True
1,339,bot31__9,1196,N,True
1,339,bot35__9,1196,N,True
1,reel2__4,250,1197,N,True
1,reel2__4,44,1197,N,True
1,reel2__4,331,1197,N,True
1,reel2__4,bot10__8,1197,N,True
1,reel2__4,bot42__4,1197,N,True
1,reel2__4,reel46__3,1197,N,True
1,reel2__4,reel54__0,1197,N,True
1,29,106,1198,N,True
1,29,338,1198,N,True
1,29,247,1198,N,True
1,29,172,1198,N,True
1,29,231,1198,N,True
1,29,211,1198,N,True
1,29,40,1198,N,True
1,29,16,1198,N,True
1,29,203,1198,N,True
1,29,82,1198,N,True
1,29,0,1198,N,True
1,136,0,1198,N,True
1,29,bot9__7,1198,N,True
1,29,reel17__0,1198,N,True
1,29,bot51__0,1198,N,True
1,reel52__3,129,1198,N,True
1,reel52__3,174,1198,N,True
1,reel52__3,62,1198,N,True
1,136,7,1198,N,True
1,136,125,1198,N,True
1,136,169,1198,N,True
1,136,285,1198,N,True
1,136,156,1198,N,True
1,136,87,1198,N,True
1,136,67,1198,N,True
1,136,56,1198,N,True
1,136,21,1198,N,True
1,136,122,1198,N,True
1,136,308,1198,N,True
1,136,120,1198,N,True
1,136,213,1198,N,True
1,136,246,1198,N,True
1,136,reel50__3,1198,N,True
1,331,109,1199,N,True
1,331,56,1199,N,True
1,331,82,1199,N,True
1,331,211,1199,N,True
1,331,73,1199,N,True
1,331,118,1199,N,True
1,331,203,1199,N,True
1,331,332,1199,N,True
1,331,271,1199,N,True
1,331,16,1199,N,True
1,331,50,1199,N,True
1,331,119,1199,N,True
1,331,25,1199,N,True
1,331,reel2__4,1199,N,True
1,331,bot3__2,1199,N,True
1,331,bot30__8,1199,N,True
1,reel41__1,107,1199,N,True
1,reel48__3,reel12__1,1199,N,True
1,reel48__3,reel49__0,1199,N,True
2,bot25__7,reel7__1,1181,N,False
2,0,236,1181,N,False
2,0,346,1181,N,False
2,0,271,1181,N,False
2,0,304,1181,N,False
2,0,176,1181,N,False
2,0,213,1181,N,False
2,0,82,1181,N,False
2,0,280,1181,N,False
2,0,211,1181,N,False
2,0,84,1181,N,False
2,0,133,1181,N,False
2,0,239,1181,N,False
2,0,53,1181,N,False
2,0,3,1181,N,False
2,0,254,1181,N,False
2,0,194,1181,N,False
2,0,127,1181,N,False
2,0,135,1181,N,False
2,0,188,1181,N,False
2,0,23,1181,N,False
2,0,299,1181,N,False
2,0,288,1181,N,False
2,0,119,1181,N,False
2,0,323,1181,N,False
2,0,48,1181,N,False
2,0,57,1181,N,False
2,0,98,1181,N,False
2,0,313,1181,N,False
2,0,344,1181,N,False
2,0,118,1181,N,False
2,0,134,1181,N,False
2,0,76,1181,N,False
2,0,36,1181,N,False
2,0,169,1181,N,False
2,0,214,1181,N,False
2,0,71,1181,N,False
2,0,333,1181,N,False
2,0,207,1181,N,False
2,0,168,1181,N,False
2,0,334,1181,N,False
2,0,345,1181,N,False
2,0,317,1181,N,False
2,0,158,1181,N,False
2,0,38,1181,N,False
2,0,302,1181,N,False
2,0,139,1181,N,False
2,0,109,1181,N,False
2,0,142,1181,N,False
2,0,105,1181,N,False
2,0,232,1181,N,False
2,0,261,1181,N,False
2,0,283,1181,N,False
2,0,25,1181,N,False
2,0,342,1181,N,False
2,0,300,1181,N,False
2,0,94,1181,N,False
2,0,1,1181,N,False
2,0,149,1181,N,False
2,0,59,1181,N,False
2,0,66,1181,N,False
2,0,7,1181,N,False
2,0,255,1181,N,False
2,0,49,1181,N,False
2,0,85,1181,N,False
2,0,284,1181,N,False
2,0,111,1181,N,False
2,0,14,1181,N,False
2,0,310,1181,N,False
2,0,32,1181,N,False
2,0,30,1181,N,False
2,0,222,1181,N,False
2,0,72,1181,N,False
2,0,266,1181,N,False
2,bot4__6,266,1181,N,False
2,0,278,1181,N,False
2,0,237,1181,N,False
2,0,70,1181,N,False
2,0,249,1181,N,False
2,0,251,1181,N,False
2,0,10,1181,N,False
2,0,228,1181,N,False
2,0,258,1181,N,False
2,0,257,1181,N,False
2,0,196,1181,N,False
2,0,303,1181,N,False
2,0,81,1181,N,False
2,0,293,1181,N,False
2,0,42,1181,N,False
2,0,2,1181,N,False
2,0,281,1181,N,False
2,0,162,1181,N,False
2,0,75,1181,N,False
2,0,268,1181,N,False
2,0,5,1181,N,False
2,0,178,1181,N,False
2,0,243,1181,N,False
2,0,181,1181,N,False
2,0,245,1181,N,False
2,0,328,1181,N,False
2,0,331,1181,N,False
2,0,99,1181,N,False
2,0,296,1181,N,False
2,0,102,1181,N,False
2,0,318,1181,N,False
2,0,163,1181,N,False
2,0,121,1181,N,False
2,0,306,1181,N,False
2,0,180,1181,N,False
2,0,60,1181,N,False
2,0,45,1181,N,False
