iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,18,30,30
1,125,68,198,120
2,909,410,2215,1455
3,3075,1096,7953,3303
4,4188,1704,10008,5595
5,1995,1762,5058,5106
6,492,1151,1245,3280
7,37,411,95,1060
8,2,98,2,224
9,1,14,1,37
10,0,2,0,6
11,0,1,0,2
12,0,0,0,0
13,0,0,0,0
