iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,12,30,30
1,229,49,331,104
2,1792,183,5035,701
3,2588,560,6523,1789
4,1239,824,3244,2412
5,256,889,588,2868
6,19,596,30,1650
7,1,242,3,554
8,1,77,1,147
9,1,22,1,42
10,0,2,0,7
11,0,1,0,2
12,0,0,0,0
13,0,0,0,0
