iteration,true_shared,false_shared,true_exposed,false_exposed
0,20,19,30,30
1,155,70,210,153
2,1831,343,3541,1111
3,3105,919,7834,3687
4,1518,1314,4274,4298
5,349,1031,922,3081
6,37,468,69,1377
7,1,164,1,451
8,0,63,0,139
9,0,18,0,46
10,0,5,0,9
11,0,6,0,8
12,0,2,0,3
13,0,0,0,0
14,0,0,0,0
