iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,14,30,30
1,164,61,221,107
2,1866,648,3712,1526
3,4964,2136,11376,5526
4,4107,2563,10320,7389
5,1308,1366,3358,3813
6,123,371,263,1015
7,8,79,13,205
8,1,21,2,38
9,0,3,0,6
10,0,2,0,4
11,0,0,0,0
12,0,0,0,0
