iteration,true_shared,false_shared,true_exposed,false_exposed
0,21,8,30,30
1,137,50,187,115
2,1662,540,3125,1560
3,4960,1011,11387,2874
4,4067,738,9913,2025
5,801,546,2064,1456
6,62,447,108,1290
7,4,269,6,737
8,0,81,0,203
9,0,26,0,51
10,0,2,0,14
11,0,0,0,0
12,0,0,0,0
