iteration,sender,receiver,news_id,news_party,news_veracity
0,bot85__0,bot75__5,1700,N,False
0,bot85__1,reel35__9,1701,N,False
0,bot85__1,bot55__8,1701,N,False
0,bot85__2,bot63__3,1702,N,False
0,bot85__2,bot44__5,1702,N,False
0,bot85__3,reel19__2,1703,N,False
0,bot85__3,bot64__6,1703,N,False
0,bot85__3,reel83__1,1703,N,False
0,bot85__4,reel77__1,1704,N,False
0,bot85__5,bot78__3,1705,N,False
0,bot85__5,reel43__0,1705,N,False
0,bot85__6,124,1706,N,False
0,bot85__6,reel32__5,1706,N,False
0,bot85__7,223,1707,N,False
0,bot85__8,reel9__7,1708,N,False
0,bot85__8,207,1708,N,False
0,bot85__9,reel30__5,1709,N,False
0,bot85__9,317,1709,N,False
0,reel85__0,46,1710,N,True
0,reel85__0,reel7__4,1710,N,True
0,reel85__1,reel58__9,1711,N,True
0,reel85__1,reel61__0,1711,N,True
0,reel85__2,reel44__7,1712,N,True
0,reel85__2,reel73__6,1712,N,True
0,reel85__2,reel49__0,1712,N,True
0,reel85__3,reel20__0,1713,N,True
0,reel85__3,63,1713,N,True
0,reel85__3,reel37__5,1713,N,True
0,reel85__4,reel38__9,1714,N,True
0,reel85__4,reel14__1,1714,N,True
0,reel85__5,reel20__5,1715,N,True
0,reel85__6,reel22__8,1716,N,True
0,reel85__6,reel64__1,1716,N,True
0,reel85__7,reel54__9,1717,N,True
0,reel85__7,248,1717,N,True
0,reel85__7,192,1717,N,True
0,reel85__8,reel7__5,1718,N,True
0,reel85__8,reel69__0,1718,N,True
0,reel85__8,reel72__7,1718,N,True
0,reel85__9,reel84__2,1719,N,True
0,reel85__9,reel12__5,1719,N,True
0,reel85__9,reel16__5,1719,N,True
1,bot75__5,71,1700,N,False
1,bot75__5,bot11__5,1700,N,False
1,reel35__9,176,1701,N,False
1,reel35__9,reel15__3,1701,N,False
1,reel35__9,reel68__3,1701,N,False
1,bot63__3,250,1702,N,False
1,bot44__5,bot2__7,1702,N,False
1,bot64__6,78,1703,N,False
