iteration,true_shared,false_shared,true_exposed,false_exposed
0,23,14,30,30
1,128,123,176,249
2,1077,972,1987,3039
3,4427,2291,9570,6061
4,6536,2236,15825,6527
5,3125,1353,8520,3855
6,631,793,1548,2186
7,51,352,100,880
8,3,101,6,227
9,0,20,0,50
10,0,4,0,8
11,0,0,0,1
12,0,0,0,0
