iteration,true_shared,false_shared,true_exposed,false_exposed
0,22,19,30,30
1,168,102,241,212
2,1470,1213,2814,3416
3,4645,2944,9679,8220
4,4983,2527,11996,6914
5,1416,966,3733,2683
6,90,257,172,568
7,8,45,9,99
8,1,9,1,16
9,0,1,0,1
10,0,0,0,0
11,0,0,0,0
